title,skin_type1,skin_type2,skin_type3,skin_trouble1,skin_trouble2,skin_trouble3,skin_stim1,skin_stim2,skin_stim3,components,skin_type_result,skin_trouble_result
우르오스 올인원 단품/기획 2종 택 1,27.0,60.0,14.0,65.0,33.0,2.0,61.0,39.0,1.0,"■우르오스올인원스킨밀크200ml정제수,글리세린,하이드로제네이티드폴리(C6-12올레핀),에탄올,폴리글리세릴-10아이소스테아레이트,아데노신포스페이트,하이드록시프로필사이클로덱스트린,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,부틸렌글라이콜,글리세릴카프릴레이트,폴리글리세릴-10스테아레이트,소듐아이소스테아로일락테이트,소듐락테이트,소듐하이드록사이드,클로브꽃추출물,사철쑥꽃추출물,스타아니스열매/씨오일,서양측백나무잎오일,아틀라스시다나무껍질오일,라반딘오일,라임전초오일,페퍼민트오일,구주소나무잎오일,로즈마리잎오일,터펜틴,리날룰,리모넨■우르오스올인원스킨로션200ml	정제수,에탄올,펜틸렌글라이콜,글리세린,베타인,피이지-6,피이지-32,아데노신포스페이트,소듐하이드록사이드,소듐다이라우미도글루타미드라이신,피피지-6-데실테트라데세스-30,알진,시트릭애씨드,소듐하이알루로네이트,스타아니스열매/씨오일,서양측백나무잎오일,아틀라스시다나무껍질오일,라반딘오일,라임전초오일,페퍼민트오일,구주소나무잎오일,로즈마리잎오일,페녹시에탄올,터펜틴,리날룰",skin_type2,skin_trouble1
에스트라 아토베리어365 하이드로 수딩크림 60ml,27.0,54.0,20.0,65.0,35.0,0.0,81.0,19.0,1.0,"정제수,프로판다이올,글리세린,페닐트라이메티콘,메틸트라이메티콘,1,2-헥산다이올,트레할로오스,다이카프릴릴카보네이트,암모늄아크릴로일다이메틸타우레이트/브이피코폴리머,하이드로제네이티드레시틴,하이드로제네이티드폴리아이소부텐,하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머,세테아릴알코올,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,글리세릴카프릴레이트,글리세릴스테아레이트,트로메타민,다이소듐이디티에이,에틸헥실글리세린,스테아릭애씨드,팔미틱애씨드,폴리글리세릴-3메틸글루코오스다이스테아레이트,솔비탄아이소스테아레이트,만니톨,알지닌,세린,수크로오스,피씨에이,시트룰린,글라이코젠,히스티딘에이치씨엘,알라닌,토코페롤,하이드록시프로필비스팔미타마이드엠이에이,트레오닌,글루타믹애씨드,미리스틱애씨드,아라키딕애씨드,라이신에이치씨엘,아크릴레이트/암모늄메타크릴레이트코폴리머,콜레스테롤,실리카",skin_type2,skin_trouble1
[올영픽/티벳동생PICK] 토리든 다이브인 포맨 저분자 히알루론산 스킨/젤로션 2종 기획(+스킨30ml+젤로션20ml),0.0,0.0,0.0,0.0,0.0,0.0,,,,"다이브인포맨저분자히알루론산젤로션]정제수,부틸렌글라이콜,글리세린,1,2-헥산다이올,판테놀,소듐하이알루로네이트,하이드롤라이즈드하이알루로닉애씨드(100ppm),소듐아세틸레이티드하이알루로네이트,소듐하이알루로네이트크로스폴리머,하이드롤라이즈드소듐하이알루로네이트,알란토인,징크피씨에이,에리스리톨,자일리톨,인도멀구슬나무잎추출물,인도멀구슬나무꽃추출물,아이비고드열매추출물,가지열매추출물,베타인,우레아,트로메타민,펜틸렌글라이콜,세틸에틸헥사노에이트,카프릴릭/카프릭트라이글리세라이드,세테아릴알코올,소듐폴리아크릴레이트,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머,에틸헥실글리세린,글리세릴아크릴레이트/아크릴릭애씨드코폴리머,C12-20알킬글루코사이드,피브이엠/엠에이코폴리머,C14-22알코올,다이소듐이디티에이,잔탄검,2,3-부탄다이올,솔비탄아이소스테아레이트,글루코오스,말라카이트추출물,알로에베라꽃추출물,홀리바질잎추출물,울금뿌리추출물,참산호말추출물[다이브인포맨저분자히알루론산스킨]정제수,다이프로필렌글라이콜,부틸렌글라이콜,1,2-헥산다이올,글리세린,트레할로오스,판테놀,소듐하이알루로네이트,하이드롤라이즈드하이알루로닉애씨드(100ppm),소듐아세틸레이티드하이알루로네이트,소듐하이알루로네이트크로스폴리머,하이드롤라이즈드소듐하이알루로네이트,알란토인,징크피씨에이,인도멀구슬나무잎추출물,인도멀구슬나무꽃추출물,아이비고드열매추출물,가지열매추출물,베타인,우레아,트로메타민,펜틸렌글라이콜,피브이엠/엠에이코폴리머,잔탄검,셀룰로오스검,다이소듐이디티에이,카보머,글리세릴아크릴레이트/아크릴릭애씨드코폴리머,에틸헥실글리세린,말라카이트추출물,알로에베라꽃추출물,홀리바질잎추출물,울금뿌리추출물,참산호말추출물",skin_type1,skin_trouble1
[변우석PICK] 피지오겔 시카밸런스 크림 50ml 더블 기획,25.0,55.0,20.0,32.0,68.0,0.0,57.0,43.0,0.0,"정제수 하이드로제네이티드폴리아이소부텐 부틸렌글라이콜 다이프로필렌글라이콜 1,2-헥산다이올 글리세린 하이드로제네이티드폴리데센 나이아신아마이드 판테놀 트레할로오스 스쿠알란 카프릴릭/카프릭트라이글리세라이드 베타-글루칸 폴리메틸실세스퀴옥세인 솔비탄아이소스테아레이트 아세타마이드엠이에이 사코신 팔미타마이드엠이에이 세라마이드엔피 하이드로제네이티드레시틴 마데카소사이드(245ppm) 아시아티코사이드(0.40ppm) 마데카식애씨드(0.35ppm) 아시아틱애씨드(0.25ppm) 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머 글리세릴아크릴레이트/아크릴릭애씨드코폴리머 트로메타민",skin_type2,skin_trouble2
한율 어린쑥 수분진정 크림 110ml 대용량 기획 (+25ml+ 패드2매+흡착팩폼2ml),26.0,59.0,16.0,36.0,64.0,0.0,71.0,29.0,0.0,"정제수,글리세린,부틸렌글라이콜,다이카프릴릴에터,황해쑥잎수(35,724ppm),메틸트라이메티콘,나이아신아마이드,비스-하이드록시에톡시프로필다이메티콘,1,2-헥산다이올,C14-22알코올,세틸에틸헥사노에이트,판테놀(5,000ppm),글리세릴스테아레이트시트레이트,하이드로제네이티드폴리(C6-14올레핀),하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머,스테아릭애씨드,암모늄아크릴로일다이메틸타우레이트/브이피코폴리머,글리세릴폴리메타크릴레이트,글리세릴스테아레이트,폴리메틸실세스퀴옥세인,팔미틱애씨드,아라키딜알코올,C12-20알킬글루코사이드,향료,글리세릴카프릴레이트,베헤닐알코올,2,3-부탄다이올,아라키딜글루코사이드,에틸헥실글리세린,다이소듐이디티에이,솔비탄아이소스테아레이트,프로판다이올,레시틴,락토바실러스발효물,글루코오스,토코페롤,이눌린라우릴카바메이트,황해쑥잎추출물(10ppm),병풀꽃/잎/줄기추출물",skin_type2,skin_trouble2
피지오겔 DMT포맨 증정 기획세트 2종 (플루이드 or 크림),0.0,0.0,0.0,0.0,0.0,0.0,,,,"[플루이드]정제수,글리세린,부틸렌글라이콜,카프릴릴메티콘,트레할로오스,1,2-헥산다이올,하이드로제네이티드폴리(C6-14올레핀),다이페닐실록시페닐트라이메티콘,하이드록시에틸우레아,하이드로제네이티드레시틴,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,암모늄아크릴로일다이메틸타우레이트/브이피코폴리머,다이메티콘/페닐비닐다이메티콘크로스폴리머,트로메타민,나이아신아마이드,판테놀,글리세릴아크릴레이트/아크릴릭애씨드코폴리머,트라이소듐이디티에이,베타-글루칸,카프릴릭/카프릭트라이글리세라이드,스쿠알란,병풀추출물,하이드롤라이즈드소듐하이알루로네이트,다이포타슘글리시리제이트,세라마이드엔피,카퍼트라이펩타이드-1[토너]정제수,다이프로필렌글라이콜,글리세린,1,2-헥산다이올,펜타에리스리틸테트라에틸헥사노에이트,헥실데실에틸헥사노에이트,변성알코올,카프릴릭/카프릭트라이글리세라이드,스쿠알란,알지닌,피토스테롤,세린,베타인,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,다이메티콘,사이클로펜타실록세인,소듐하이알루로네이트,소듐피씨에이,하이드록시에틸우레아,트로메타민,트라이소듐이디티에이",skin_type1,skin_trouble1
[4년연속수상] 라운드랩 1025 독도 토너 (본품200ml+50ml 추가 증정),24.0,60.0,16.0,41.0,59.0,1.0,79.0,21.0,1.0,"정제수,부틸렌글라이콜,글리세린,펜틸렌글라이콜,프로판다이올,아이리쉬모스추출물,사탕수수추출물,해수,1,2-헥산다이올,프로테아제,베타인,판테놀,에틸헥실글리세린,알란토인,잔탄검,다이소듐이디티에이",skin_type2,skin_trouble2
[한정기획] 구달 청귤 비타C 잡티케어 세럼 50ml+31ml 증정 기획,28.0,63.0,10.0,26.0,26.0,48.0,59.0,38.0,3.0,"탄제린추출물(70%),부틸렌글라이콜,나이아신아마이드,다이프로필렌글라이콜,메틸글루세스-20,정제수,1,2-헥산다이올,글리세레스-26,알부틴,아이리쉬모스추출물,사탕수수추출물,하이드롤라이즈드호호바에스터,소듐하이알루로네이트,베르가모트오일,인도멀구슬나무꽃추출물,홀리바질잎추출물,인도멀구슬나무잎추출물,울금뿌리추출물,참산호말추출물,라벤더오일,레몬껍질오일,일랑일랑꽃오일,오렌지껍질오일,유칼립투스잎추출물,감초뿌리추출물,캐모마일꽃추출물,녹차추출물,병풀추출물,로즈마리잎추출물,호장근뿌리추출물,병풀잎추출물,암모늄아크릴로일다이메틸타우레이트/브이피코폴리머,판테놀,콜레스-24,트로메타민,에틸헥실글리세린,알란토인,토코페릴아세테이트,아데노신,소듐파이테이트,아스코빌글루코사이드,다이포타슘글리시리제이트,글리세린,마데카소사이드,말토덱스트린,사카라이드하이드롤리세이트,토코페롤,아시아티코사이드,카보머,잔탄검,리모넨,리날룰",skin_type2,skin_trouble3
VT 리들샷 300 에센스 50ml,20.0,65.0,15.0,23.0,38.0,40.0,14.0,27.0,59.0,"정제수,다이프로필렌글라이콜,글리세린,나이아신아마이드,부틸렌글라이콜,마카다미아씨오일,1,2-헥산다이올,에틸헥실팔미테이트,실리카,소듐아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머,폴리아이소부텐,글리세레스-26,에틸헥실글리세린,카프릴릴글라이콜,아데노신,소듐폴리아크릴레이트,병풀추출물,소듐하이알루로네이트,카프릴릴/카프릴글루코사이드,솔비탄올리에이트,잔탄검,프로폴리스추출물,아시아티코사이드,마데카소사이드,마데카식애씨드,아시아틱애씨드,글라이신,세린,글루타믹애씨드,아스파틱애씨드,류신,알라닌,라이신,알지닌,타이로신,페닐알라닌,트레오닌,프롤린,발린,아이소류신,히스티딘,메티오닌,시스테인",skin_type2,skin_trouble3
[단독기획] 아비브 어성초 에센스 카밍펌프 50ml 리필 기획(+50ml),19.0,63.0,18.0,24.0,76.0,1.0,76.0,24.0,1.0,"약모밀추출물,글리세린,정제수,메틸프로판다이올,다이프로필렌글라이콜,글리세레스-26,아이리쉬모스추출물,사탕수수추출물,워터민트추출물,소듐하이알루로네이트,파스향나무잎추출물,부틸렌글라이콜,하이드록시에틸우레아,판테놀,암모늄아크릴로일다이메틸타우레이트/브이피코폴리머,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,트로메타민,카프릴릴글라이콜,석시닉애씨드,1,2-헥산다이올,잔탄검",skin_type2,skin_trouble2
온그리디언츠 스킨 베리어 카밍 속광 로션 기획(220ml+80ml),42.0,49.0,9.0,83.0,17.0,1.0,92.0,8.0,1.0,"정제수,글리세린,프로판다이올,카프릴릭/카프릭트라이글리세라이드,세틸에틸헥사노에이트,1,2-헥산다이올,글리세릴스테아레이트,페닐트라이메티콘,C14-22알코올,폴리솔베이트60,알지닌,황련뿌리추출물,카보머,부틸렌글라이콜,몰로키아잎추출물,당근추출물,마테잎추출물,보리지추출물,C12-20알킬글루코사이드,병풀추출물,글루코오스,폴리글리세릴-10라우레이트,에틸헥실글리세린,트라이펩타이드-1,카퍼트라이펩타이드-1,팔미토일펜타펩타이드-4,팔미토일트라이펩타이드-1,헥사펩타이드-9,헥사펩타이드-11,아세틸테트라펩타이드-2,아세틸테트라펩타이드-5,팔미토일트라이펩타이드-5",skin_type2,skin_trouble1
닥터지 레드 블레미쉬 포 맨 올인원 오일컷 로션 150ml 기획(+30ml 추가증정),16.0,35.0,49.0,42.0,56.0,2.0,66.0,34.0,1.0,"정제수,부틸렌글라이콜,베타인,카프릴릴메티콘,나이아신아마이드,실리카,메틸트라이메티콘,1,2-헥산다이올,에리스리톨,커피콩추출물,사과추출물,스테아릴다이메티콘,소듐아크릴레이트코폴리머,병풀추출물,하이드록시아세토페논,알지닌,암모늄아크릴로일다이메틸타우레이트/브이피코폴리머,카보머,옥타데센,폴리아크릴레이트-13,에틸헥실글리세린,녹차추출물,메도우스위트꽃추출물,사탕무뿌리추출물,레몬추출물,글루코노락톤,아데노신,하이드로제네이티드폴리아이소부텐,레시틴,다이소듐이디티에이,폴리글리세릴-10라우레이트,에틸헥실팔미테이트,솔비탄아이소스테아레이트,다이프로필렌글라이콜,하이드롤라이즈드하이알루로닉애씨드,하이드로제네이티드레시틴,판테놀,수크로오스다이스테아레이트,마데카소사이드,세라마이드엔피,아시아티코사이드,마데카식애씨드,아시아틱애씨드",skin_type3,skin_trouble2
[7일특가]넘버즈인 1번 진정 맑게담은 청초토너 300ml 리필기획(+300ml 증정),19.0,56.0,26.0,22.0,78.0,0.0,76.0,24.0,1.0,"정제수,1,2-헥산다이올,다이프로필렌글라이콜,프로판다이올,부틸렌글라이콜,글리세린,감초뿌리추출물,약모밀추출물,카보머,병풀추출물,하이드록시에틸셀룰로오스,알지닌,알란토인,다이소듐이디티에이,하수오전초추출물,베타인,히아신스전초추출물,판테놀,알바수련꽃추출물",skin_type2,skin_trouble2
[담쓰PICK]코스알엑스 더 6 펩타이드 스킨 부스터 세럼 150ml 기획 (30ml 추가증정),36.0,54.0,10.0,65.0,27.0,8.0,74.0,24.0,2.0,"정제수,다이프로필렌글라이콜,글리세린,펜틸렌글라이콜,1,2-헥산다이올,나이아신아마이드,아세틸헥사펩타이드-8(5ppm),카퍼트라이펩타이드-1(5ppm),에스에이치-폴리펩타이드-121(1.98ppm),다이펩타이드다이아미노부티로일벤질아마이드다이아세테이트(0.3ppm),올리고펩타이드-68(0.095ppm),팔미토일트라이펩타이드-8(0.02ppm),알란토인,소듐하이알루로네이트,아세틸글루코사민,세린,알라닌,글라이신,트레오닌,알지닌,프롤린,베타인,소듐피씨에이,소듐락테이트,피씨에이,글루타믹애씨드,라이신에이치씨엘,토코페롤,덱스트란,돌콩오일,하이드로제네이티드레시틴,암모늄아크릴로일다이메틸타우레이트/브이피코폴리머,폴리아크릴레이트크로스폴리머-6,부틸렌글라이콜,잔탄검,에틸헥실글리세린,아데노신,폴리쿼터늄-51,다이소듐이디티에이,시트릭애씨드,카프릴릴글라이콜,t-부틸알코올,포타슘솔베이트,소듐올리에이트",skin_type2,skin_trouble1
[산뜻한 발림성] 피지오겔 레드수딩 시카밸런스 크림 80ml +시카 토너 50ml 증정 기획,7.0,59.0,34.0,27.0,73.0,1.0,64.0,34.0,2.0,"정제수,하이드로제네이티드폴리아이소부텐,부틸렌글라이콜,다이프로필렌글라이콜.1.2-헥산다이올,글리세린,하이드로제네이티드폴리데센나이아신아마이드판테놀,트레할로오스,스쿠알란,카프릴릭/카프릭트라이글리세라이드,베타-글루칸,폴리메틸실세스퀴옥세인,솔비탄아이소스테아레이트,아세타마이드엠이에이,사코신,팔미타마이드엠이에이,세라마이드엔피,하이드로제네이티드레시틴,마데카소사이드(245ppm),아시아티코사이드(0.40ppm),마데카식애씨드(0.35ppm),아시아틱애씨드(0.25ppm),아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머,글리세릴아크릴레이트/아크릴릭애씨드코폴리머,트로메타민",skin_type2,skin_trouble2
[7일특가/탄력광채] 넘버즈인 3번 결광가득 에센스 토너 300ml 대용량 기획,46.0,49.0,5.0,71.0,21.0,8.0,70.0,28.0,2.0,"정제수,다이프로필렌글라이콜,글리세레스-26,1,2-헥산다이올,나이아신아마이드,부틸렌글라이콜,글리세린,메틸글루세스-20,메도우스위트추출물,락토코쿠스/녹두추출물발효여과물,락토바실러스/쌀발효물,클로렐라발효물,락토바실러스/조류추출발효물,효모/포도발효추출물,락토바실러스/호박발효추출물,락토바실러스/콩발효추출물,락토바실러스/콩추출물발효여과물,효모/쌀발효여과추출물,효모/보리씨발효여과물,효모/칼슘발효물,효모/슈가캘프발효물,효모/감자추출물발효여과물,락토바실러스/여바산타발효추출물,락토바실러스/부레옥잠발효물,락토바실러스/호밀가루발효물,락토바실러스/히비스커스꽃발효여과물,락토바실러스/우유발효여과물,락토바실러스/홍삼발효여과물,락토바실러스/아세로라체리발효물,락토바실러스발효물,락토바실러스발효용해여과물,락토코커스/우유발효용해물,락토코쿠스발효물,락토코쿠스발효추출물,락토코쿠스발효용해물,스트렙토코쿠스테르모필루스발효물,흑효모발효여과물,비피다발효여과물,비피다발효추출물,류코노스톡/무발효여과물,락토바실러스/고추냉이뿌리발효추출물,락토바실러스/석류발효추출물,바실러스/글루타믹애씨드발효여과물,바실러스/쌀겨추출물/콩추출물발효여과물,모나스커스/쌀발효물,효모/쌀겨발효여과추출물,효모/쌀겨발효물,락토바실러스/배즙발효여과물,피키아발효용해여과물,알테로모나스발효추출물,효모/율무씨발효여과물,효모/콩단백질발효물,스핑고모나스발효추출물,효모/공작석발효물,효모발효물,효모발효여과물,스키조사카로미세스발효여과물,아스퍼질러스발효물,아스퍼질러스/글루코오스/콩/전분발효여과물,센티드제라늄꽃오일,소듐하이알루로네이트,폴리글리세릴-10라우레이트,세테아릴알코올,베타인,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,트로메타민,폴리쿼터늄-51,하이드록시에틸셀룰로오스,아데노신,제라니올,시트로넬올",skin_type2,skin_trouble1
이즈앤트리 어니언 뉴페어 겔크림 80ml 대용량 기획 (+겔크림20ml+패드2매),21.0,60.0,20.0,36.0,50.0,14.0,77.0,23.0,1.0,"[크림]정제수,프로판다이올,글리세린,부틸렌글라이콜,카프릴릭/카프릭트라이글리세라이드,나이아신아마이드,1,2-헥산다이올,하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머,양파추출물(9172.5ppm),세테아릴알코올,비닐다이메티콘,카보머,세테아릴올리베이트,솔비톨,솔비탄올리베이트,바이오사카라이드검-1,소듐폴리아크릴로일다이메틸타우레이트,소듐아스코빌포스페이트,트로메타민,인도멀구슬나무잎추출물,인도멀구슬나무꽃추출물,솔비탄아이소스테아레이트,하이드로제네이티드폴리데센,에틸헥실글리세린,시트릭애씨드,아데노신,하이드록시에틸셀룰로오스,아이비고드열매추출물,다이소듐이디티에이,베타인,소듐시트레이트,트라넥사믹애씨드,알란토인,약모밀추출물,판테놀,가지열매추출물,트라이데세스-10,하이알루로닉애씨드,하이드롤라이즈드하이알루로닉애씨드,소듐하이알루로네이트,참산호말추출물,홀리바질잎추출물,울금뿌리추출물,소듐헤파린[패드]정제수,부틸렌글라이콜,글리세린,1,2-헥산다이올,나이아신아마이드,양파추출물(843ppm),트레할로오스,약모밀추출물,판테놀,알란토인,소듐헤파린,소듐하이알루로네이트,하이드롤라이즈드하이알루로닉애씨드,소듐아세틸레이티드하이알루로네이트,인도멀구슬나무꽃추출물,아이비고드열매추출물,트라넥사믹애씨드,소듐아스코빌포스페이트,글루코노락톤,베타-글루칸,하이드록시에틸셀룰로오스,아데노신,시트릭애씨드,에틸헥실글리세린,폴리솔베이트60,다이소듐포스페이트,소듐포스페이트",skin_type2,skin_trouble2
[7월 올영픽/쿨링진정] 아비브 어성초 크림 카밍 튜브 75ml 1+1 한정기획,18.0,60.0,22.0,26.0,74.0,0.0,77.0,23.0,1.0,"정제수,사이클로헥사실록세인,약모밀추출물,글리세린,트라이에틸헥사노인,나이아신아마이드,펜틸렌글라이콜,1,2-헥산다이올,인도멀구슬나무잎추출물,인도멀구슬나무꽃추출물,홀리바질잎추출물,소듐하이알루로네이트,울금뿌리추출물,참산호말추출물,하이드롤라이즈드하이알루로닉애씨드,하이알루로닉애씨드,폴리글리세릴-3폴리다이메틸실록시에틸다이메티콘,라우릴다이메티콘/폴리글리세린-3크로스폴리머,소듐클로라이드,아이소도데케인,소듐폴리아크릴레이트스타치,페닐트라이메티콘,다이메티콘/비닐다이메티콘크로스폴리머,비닐다이메티콘/메티콘실세스퀴옥세인크로스폴리머,소듐시트레이트,판테놀,프로판다이올,실리카,다이포타슘글리시리제이트,다이프로필렌글라이콜,소듐파이테이트,벤질글라이콜,하이드롤라이즈드글라이코사미노글리칸,소듐하이알루로네이트크로스폴리머,토코페롤,에틸헥실글리세린,하이드록시프로필트라이모늄하이알루로네이트,알란토인,부틸렌글라이콜,카프릴릭/카프릭트라이글리세라이드,베타-글루칸,하이드로제네이티드레시틴,소듐아세틸레이티드하이알루로네이트,알지닌,세라마이드엔피,세린",skin_type2,skin_trouble2
아벤느 시칼파트 플러스 S.O.S 크림 100ml+100ml 더블 기획,47.0,47.0,6.0,41.0,59.0,1.0,72.0,28.0,1.0,"온천수,카프릴릭/카프릭트리글리세라이드,미네랄오일,글리세린,하이드로제네이티드식물성오일,징크옥사이드,프로필렌글라이콜,폴리글리세릴-2세스퀴이소스테아레이트,피이지-22/도데실글라이콜코폴리머,알루미늄슈크로오스옥타설페이트,알루미늄스테아레이트,비즈왁스,카퍼설페이트,마그네슘스테아레이트,마그네슘설페이트,마이크로크리스탈린왁스,징크설페이트",skin_type1,skin_trouble2
[단독기획] 파티온 노스카나인 트러블 흔적 앰플 30ml 한정기획(+트러블세럼 30ml & 흔적크림 1ml*3),21.0,59.0,20.0,22.0,74.0,4.0,85.0,15.0,1.0,"[트러블흔적앰플]쑥잎추출물,메틸프로판다이올,나이아신아마이드,폴리글리세린-3,정제수,글리세린,에리스리톨,판테놀,부틸렌글라이콜,글리세레스-26,트라넥사믹애씨드,1,2-헥산다이올,펜틸렌글라이콜,자일리톨,알란토인,클로렐라불가리스추출물,다이에톡시에틸석시네이트,글루코오스,옥틸도데세스-16,인도멀구슬나무잎추출물,하이드록시아세토페논,암모늄아크릴로일다이메틸타우레이트/브이피코폴리머,하이드록시에틸우레아,소듐폴리아크릴레이트,프룩토올리고사카라이드,프룩토오스,징크피씨에이,폴리글리세릴-10라우레이트,인도멀구슬나무꽃추출물,에틸헥실글리세린,알파-알부틴,다이포타슘글리시리제이트,소듐헤파린,메틸다이아이소프로필프로피온아마이드,덱스트린,카카오추출물,홀리바질잎추출물,소듐하이알루로네이트,울금뿌리추출물,참산호말추출물,베타-글루칸,토코페롤,카페인,페룰릭애씨드,글루타티온,인디안구스베리열매추출물,호동씨오일,포도세포추출물,당호박추출물,다이프로필렌글라이콜,하이드로제네이티드레시틴,폴리글리세릴-10스테아레이트,카카두플럼추출물,케이프알로에잎추출물,밤부사불가리스수,소듐아스코빌포스페이트,토코페릴아세테이트,글리세릴아라키도네이트,글리세릴리놀리네이트,바이오틴,레티닐팔미테이트[트러블세럼]쑥잎추출물,정제수,글리세린,다이프로필렌글라이콜,판테놀,1,2-헥산다이올,펜틸렌글라이콜,소듐하이알루로네이트,다이에톡시에틸석시네이트,하이드록시에틸우레아,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,암모늄아크릴로일다이메틸타우레이트/브이피코폴리머,트로메타민,알란토인,병풀추출물,하이드록시아세토페논,에틸헥실글리세린,폴리글리세릴-10라우레이트,석시닉애씨드,잔탄검,소듐헤파린,사과추출물,토코페롤,카프릴릴/카프릴글루코사이드,하이드로제네이티드레시틴,세라마이드엔피",skin_type2,skin_trouble2
[7월 올영픽/관하살 PICK] 라운드랩 포 맨 소나무 진정 토너/로션 2종세트(+클렌저 40ml 증정),0.0,0.0,0.0,0.0,0.0,0.0,,,,"1.포맨소나무진정시카토너200ml정제수,글리세린,프로판다이올,하이알루로닉애씨드,하이드롤라이즈드하이알루로닉애씨드,소듐하이알루로네이트,인도멀구슬나무잎추출물,인도멀구슬나무꽃추출물,녹차추출물,오카무라큰실말추출물,흰버드나무껍질추출물,커피콩추출물,베르가모트잎추출물,글루코노락톤,카프릴로일살리실릭애씨드,감자꽃추출물,소나무잎추출물(1000.61ppm),알란토인,데실글루코사이드,병풀잎추출물,에틸헥실글리세린,부틸렌글라이콜,병풀추출물(0.01ppm),글라이코프로테인(0.0002ppm),아시아티코사이드(0.00001ppm),아시아틱애씨드(0.00001ppm),마데카소사이드(0.00001ppm),마데카식애씨드(0.00001ppm),글리세레스-25피씨에이아이소스테아레이트,1,2-헥산다이올,하이드록시아세토페논,잔탄검2.포맨소나무진정시카로션200ml정제수,부틸렌글라이콜,글리세린,1,2-헥산다이올,다이프로필렌글라이콜,하이알루로닉애씨드,하이드롤라이즈드하이알루로닉애씨드,소듐하이알루로네이트,하이드롤라이즈드치자추출물,하이드롤라이즈드맥아추출물,하이드롤라이즈드삼색제비꽃추출물,인도멀구슬나무잎추출물,인도멀구슬나무꽃추출물,카카오씨추출물,녹차추출물,오카무라큰실말추출물,흰버드나무껍질추출물,커피콩추출물,베르가모트잎추출물,소나무잎추출물(1000.61ppm),데실글루코사이드,에틸헥실글리세린,카프릴로일살리실릭애씨드,병풀잎추출물(10.6ppm),프로판다이올,감자꽃추출물,병풀추출물(0.01ppm),글라이코프로테인(0.0002ppm),아시아티코사이드(0.00001ppm),아시아틱애씨드(0.00001ppm),마데카소사이드(0.00001ppm),마데카식애씨드(0.00001ppm),덱스트린,하이드로제네이티드레시틴,에틸헥실팔미테이트,세틸에틸헥사노에이트,트로메타민,폴리글리세릴-10올리에이트,다이소듐이디티에이,카보머",skin_type1,skin_trouble1
[단독기획] 셀리맥스 더 리얼 노니 에너지 앰플 90ml 에디션 (80ml+10ml),38.0,54.0,8.0,53.0,47.0,1.0,72.0,28.0,1.0,"정제수,부틸렌글라이콜,프로판다이올,글리세린,1,2-헥산다이올,노니열매추출물(0.7%),소듐폴리아크릴로일다이메틸타우레이트,다이에톡시에틸석시네이트,알란토인,옥틸도데세스-16,다이프로필렌글라이콜,인도멀구슬나무잎추출물,소듐하이알루로네이트,에틸헥실글리세린,아데노신,다이소듐이디티에이,판테놀,글리세릴폴리메타크릴레이트,인도멀구슬나무꽃추출물,노니씨오일(200ppm),하이드로제네이티드레시틴,카카오씨추출물,로즈마리잎오일,덱스트린,세테아릴올리베이트,솔비탄올리베이트,수크로오스팔미테이트,만다린껍질추출물,올리브오일,퀸즈랜드넛오일,포도씨오일,호호바씨오일,수용성콜라겐,토코페롤",skin_type2,skin_trouble1
